"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Pseudoferania polylepis",117.041,23.427,"ASIA","Guangdong",1969,4,10,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-134898","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476761399","R-134898","Nigerum [VERBATIM ELEVATION:380ft]"
