"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Tropidophorus baviensis",107.003837,20.800949,"H<U+1EA3>i Phong",2019,8,2,"cdround","https://www.inaturalist.org/observations/30289309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429226297","30289309",NA,NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Tropidophorus baviensis",105.364722,21.076111,"Ha Tay",1994,10,9,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211740444","25548","ASIA","Whole specimen (ETOH)","Ba Vi National Park","PhysicalObject"
