"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.961956,22.402003,"Tuen Mun",2021,8,4,"cdround","https://www.inaturalist.org/observations/89905917","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335540414","89905917",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.961578,22.402264,"Tuen Mun",2021,8,9,"cdround","https://www.inaturalist.org/observations/90758527","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337539484","90758527",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.363184,22.730388,"Guangdong",2021,11,16,"cdround","https://www.inaturalist.org/observations/103939550","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3469012490","103939550",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.008666,22.47175,"Yuen Long",2020,3,14,"cdround","https://www.inaturalist.org/observations/39959186","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2580262401","39959186",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.094231,22.518851,"North",2020,5,11,"cdround","https://www.inaturalist.org/observations/45564509","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626407052","45564509",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.042227,22.448567,"Yuen Long",2020,5,21,"cdround","https://www.inaturalist.org/observations/46716822","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626423021","46716822",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.931356,22.279658,"Islands",2020,5,30,"cdround","https://www.inaturalist.org/observations/47954385","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634124606","47954385",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.998609,22.378997,"Tuen Mun",2020,6,7,"cdround","https://www.inaturalist.org/observations/48760010","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641334994","48760010",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",105.394312,21.095478,"Ha N<U+1ED9>i",2020,7,21,"cdround","https://www.inaturalist.org/observations/54176490","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044758617","54176490",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.934587,22.27,"Islands",2020,9,3,"cdround","https://www.inaturalist.org/observations/58404699","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860199363","58404699",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.987294,22.394495,"Tuen Mun",2019,3,31,"cdround","https://www.inaturalist.org/observations/21827197","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2235510468","21827197",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.265022,22.374127,"Sai Kung",2019,4,25,"cdround","https://www.inaturalist.org/observations/23088935","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238796897","23088935",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.105003,22.496005,"North",2019,7,11,"cdround","https://www.inaturalist.org/observations/28601448","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2283269623","28601448",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.264838,22.374528,"Sai Kung",2019,7,4,"","https://www.inaturalist.org/observations/28847597","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294503129","28847597",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",117.179827,26.987812,"Fujian",2019,7,30,"cdround","https://www.inaturalist.org/observations/31740238","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826129375","31740238",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.10786,22.383758,"Tsuen Wan",2019,8,19,"cdround","https://www.inaturalist.org/observations/31221325","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2366130676","31221325",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.992949,22.237663,"Islands",2019,9,1,"cdround","https://www.inaturalist.org/observations/37335571","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2550027908","37335571",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.264035,22.374186,"Sai Kung",2019,11,16,"cdround","https://www.inaturalist.org/observations/35808098","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2460026369","35808098",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.958522,22.404995,"Tuen Mun",2018,4,19,"cdround","https://www.inaturalist.org/observations/12876347","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1847616521","12876347",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.180953,22.524982,"North",2018,7,14,"cdround","https://www.inaturalist.org/observations/14341091","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883521298","14341091",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.1026,22.485592,"North",2018,7,20,"cdround","https://www.inaturalist.org/observations/18418614","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2549965507","18418614",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",113.932965,22.279834,"Islands",2018,8,19,"","https://www.inaturalist.org/observations/16197066","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1901068536","16197066",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.00858,22.471694,"Yuen Long",2018,9,1,"","https://www.inaturalist.org/observations/16567941","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1913677357","16567941",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.107606,22.383633,"Tsuen Wan",2017,3,21,"","https://www.inaturalist.org/observations/9230161","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1802717818","9230161",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.264979,22.374246,"Sai Kung",2017,8,12,"cdround","https://www.inaturalist.org/observations/17545913","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1931512724","17545913",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.063811,22.421691,"Yuen Long",2017,9,11,"cdround","https://www.inaturalist.org/observations/19565379","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1990471599","19565379",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.123415,22.370424,"Kwai Tsing",2016,4,16,"cdround","https://www.inaturalist.org/observations/6110813","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586092819","6110813",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.07568,22.51333,"Yuen Long",2016,11,8,"cdround","https://www.inaturalist.org/observations/12129487","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880461689","12129487",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.142091,22.502875,"North",2015,4,12,"","https://www.inaturalist.org/observations/1582007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586914026","1582007",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.113577,22.505828,"North",2014,5,25,"cdround","https://www.inaturalist.org/observations/62619751","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2898498223","62619751",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.165743,22.508951,"North",2014,7,29,"","https://www.inaturalist.org/observations/4366193","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1500219771","4366193",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",105.650236,22.394861,"B<U+1EAF>c K<U+1EA1>n",2013,7,18,"","https://www.inaturalist.org/observations/30873562","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2517953429","30873562",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.236264,22.429573,"Sha Tin",2012,7,13,"cdround","https://www.inaturalist.org/observations/101238","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","891088832","101238",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sexlineatus",114.198526,22.365491,"Sha Tin",2011,3,13,"cdround","https://www.inaturalist.org/observations/19945700","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1990615251","19945700",NA,NA,NA,NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",107.94329,21.83097,"Guangxi",2005,4,24,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","686682149","311512","ASIA","ETOH - 1; tissue - 100","Shiwan Dashang Nature Reserve (Near town of Fulong)",NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",117.104723,23.450037,"Guangdong Province",2000,2,2,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009837","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039479488","YPM HERR 009837","ASIA","10% form.->70% alc.","Just west of Shen Ao","PhysicalObject",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",106.4775,21.212222,"Hia Duong",1998,4,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211750317","35877","ASIA","Whole specimen (ETOH); Tissue","Chi Linh vicinity; Hoang Hua Tham Village","PhysicalObject",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",105.912778,22.628611,"Cao Bang",1998,5,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211750457","36034","ASIA","Whole specimen (ETOH)","Quang Thanh Village","PhysicalObject","Nguyen Binh"
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",105.641389,21.454167,"Vinh Phu",1997,6,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211749071","34673","ASIA","Whole specimen (ETOH)","Tam Dao","PhysicalObject",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",105.411111,22.365,"Tuyen Quang",1996,6,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211745031","30490","ASIA","Whole specimen (ETOH); Tissue","Pac Ban; Na Hang Nature Reserve","PhysicalObject",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",113.921501,22.30676,"Hong Kong",1990,7,31,"txmathi,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176213","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476713368","R-176213","ASIA","whole animal (ethanol)","Chek Lap Kok,Fui Yiu Wan",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",114.146541,22.389132,"Hong Kong",1987,4,20,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172696","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712445","R-172696","ASIA","whole animal (ethanol)","Shing Mun",NA,"New Territories"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",113.264428,23.129231,"Guangdong Prov.",1876,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543624314","38823","ASIA","Alcohol","Guangzhou, Lilong","PhysicalObject",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",114.188673,22.258897,"Hong Kong",1861,10,24,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-1046","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476645089","R-1046","ASIA","whole animal (ethanol)","Hong Kong,China",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",113.25,23.117,"Guangdong",NA,NA,NA,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-19627","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476672031","R-19627","ASIA","whole animal (ethanol)","canton Prov,China",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus sexlineatus",113.223395,23.053864,"Guangdong",NA,NA,NA,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-39185","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476710016","R-39185","ASIA","whole animal (ethanol)","Tin Tsi: Hainan",NA,NA
