"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","issues","license","geodeticDatum","catalogNumber","locality","gbifID"
"7e380070-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Phrynocephalus arabicus",143.916667,27.2,"cdround,cudc,gass84,incomis,inmafu","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1969.426","Arabia","1056733720"
