"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","issues","references","license","preparations","geodeticDatum","locality","gbifID","catalogNumber"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Plestiodon laticeps",110.350445,20.789921,"ASIA","colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-131882","http://creativecommons.org/licenses/by-nc/4.0/legalcode","skeleton (dry)","WGS84","Tung-li: Chankiang","476509210","R-131882"
