"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","county","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops cornutus",112.993672,24.693292,"Guangdong",2019,5,1,"cdround","https://www.inaturalist.org/observations/112501255","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764138627","112501255",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops cornutus",113.039939,24.909481,"Guangdong",2016,6,9,"","https://www.inaturalist.org/observations/3538576","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291093120","3538576",NA,NA
"fa9028ea-da44-4cc9-af9e-ba2ff3c8b20d","PRESERVED_SPECIMEN","PRESENT","Protobothrops cornutus",104.766111,21.21,"Son La",2015,8,26,"gass84,typstativ,osiic,inmano","https://doi.org/10.3897/BDJ.8.e52779","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2642882302","TBU. MD.2015.110","Phu Yen","near Pap Village"
