"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","license","geodeticDatum","catalogNumber","locality","gbifID"
"6ac3f774-d9fb-4796-b3e9-92bf6c81c084","HUMAN_OBSERVATION","PRESENT","Phrynocephalus helioscopus",104.518433,47.808544,2005,7,20,"cdround,gass84","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","105109350","Bayannuur - Umgebung","3387674402"
