"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sinomicrurus japonicus",129.278557,28.299333,"Kagoshima",2021,8,14,"cdround","https://www.inaturalist.org/observations/92256317","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343934512","92256317",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sinomicrurus japonicus",129.453852,28.297348,"Kagoshima",2016,8,12,"cdround","https://www.inaturalist.org/observations/74232022","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097007783","74232022",NA,NA,NA,NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Sinomicrurus japonicus",127.788,26.723,"Okinawa Prefecture",1945,8,12,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55958","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476705874","R-55958","ASIA","whole animal (ethanol)","Ie Shima,Loo Choo Ids",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Sinomicrurus japonicus",129.35,28.2667,"Kagoshima Prefecture",1871,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-7422","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476650168","R-7422","ASIA","whole animal (ethanol)","Amani Oshima",NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Sinomicrurus japonicus",127.999996,26.499999,"Kagoshima Pref.",NA,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543513039","16470","ASIA","Alcohol",NA,"PhysicalObject",NA,NA
