"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","elevation","year","month","day","issues","license","geodeticDatum","catalogNumber","locality","gbifID"
"263bbfe7-f643-43bb-b448-f0705d1c0e18","PRESERVED_SPECIMEN","PRESENT","Cyrtodactylus otai",104.8899,20.7391,1232,2014,4,11,"elnn,incomis,inmafu","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","ZFMK HERP 096721","Hoa Binh; Mai Chau District: Hang Kia-Pa Co NR: Hang Kia Commune, near Hang Kia Village","3770743187"
