"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","references","license","geodeticDatum","catalogNumber","gbifID"
"d8cd16ba-bb74-4420-821e-083f2bac17c2","PRESERVED_SPECIMEN","PRESENT","Oligodon annamensis",104.919998,21.129999,2012,4,14,"gass84","https://www.ebi.ac.uk/ena/browser/view/MN396762","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","ZMMU R-14304","3349167623"
