"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","county","locality","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis nigrocinctus",101.58625,21.624941,"Yunnan",2022,3,22,"cdround","https://www.inaturalist.org/observations/109209714","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759888937","109209714",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis nigrocinctus",101.580298,21.600985,"Yunnan",2019,6,9,"","https://www.inaturalist.org/observations/27858293","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2579379773","27858293",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis nigrocinctus",101.250592,21.935031,"Yunnan",2018,2,9,"cdround","https://www.inaturalist.org/observations/112004794","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760099446","112004794",NA,NA,NA,NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Rhabdophis nigrocinctus",102.3285,22.1242,"Phongsali",2015,5,10,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/86600","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1229584516","86600","ASIA","Phongsaly","Phou Dendin National Protected Area",NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Rhabdophis nigrocinctus",102.0038,20.617,"Oudomxai",2012,10,15,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/80741","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","895453917","80741","ASIA","Xay","903 m elevation",NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Rhabdophis nigrocinctus",101.8858,21.3333,"Phongsali",2012,10,18,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/80742","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","895453945","80742","ASIA","Boun Tai","Nam Lan Conservation Area, Ban Na Ten Village, 685 m elevation",NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Rhabdophis nigrocinctus",102.23949,22.38655,"Dien Bien",2011,3,21,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","686676789","331492","ASIA",NA,"Sin Thau Village, Muong Nhe Nature Reserve, Camp 1","ETOH - 1; tissue - 100",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis nigrocinctus",101.909083,21.238694,"Phongsali",2005,3,7,"cdround","https://www.inaturalist.org/observations/69154624","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039479617","69154624",NA,NA,NA,NA,NA
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Rhabdophis nigrocinctus",103.17,22.07,"Lai Chau",1924,5,15,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1321049001","USNM 68069","ASIA",NA,"Lai Chau, 27 km WSW of","Ethanol","PhysicalObject"
