"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","elevationAccuracy","continent","preparations","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sacalia bealei",114.012961,22.325497,"Tsuen Wan",2022,3,3,"cdround","https://www.inaturalist.org/observations/107869673","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3712680497","107869673",NA,NA,NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Sacalia bealei",114.15545,22.354734,"Guangdong Province",2001,5,4,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:257748","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145571087","MVZ:Herp:257748",350,50,"ASIA","media","Feeder stream of Kowloon Reservoir, Kam Shan County Park, Hong Kong"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Sacalia bealei",119.379,25.721,"Fujian",1925,8,1,"rdatunl,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-58086","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476719771","R-58086",NA,NA,"ASIA","skeleton (dry)","Futsin Hsien"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Sacalia bealei",105,35,NA,NA,NA,NA,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-182858","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476491888","R-182858",NA,NA,"ASIA","skeleton (dry)","[no specific locality data]"
