"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius strauchi",100.461317,32.152843,"Sichuan",2015,10,19,"","https://www.inaturalist.org/observations/4922990","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813868309","4922990",NA,NA,NA,NA,NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gloydius strauchi",102.617798,33.126051,"Sichuan",1990,7,22,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211735281","20473","ASIA","Tissue only","Hongyuan","Waqie; 42 km N of Hongyuan","PhysicalObject",NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Gloydius strauchi",102.611027888889,33.1856916475586,"Sichuan Province",1990,8,4,"cdrep,cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:216681","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145526401","MVZ:Herp:216681","ASIA","whole organism",NA,"5 km N Wasong Rd. [=Waqen-Songpan Rd.] at Waqen on Chengdu-Lanzhou Rd. No. 213, then 2 km N (magnetic, 1990) by 20 degrees E on dirt road, Aba [=Ngawa] Zangzu Autonomous Prefecture",NA,3150,0
