"","species","long","lat","pa"
"283","G.ussuriensis",126.825913,35.096893,1
"284","G.ussuriensis",128.287197,35.652527,1
"285","G.ussuriensis",128.098993,35.584335,1
"286","G.ussuriensis",129.309034,37.06529,1
"287","G.ussuriensis",127.042579,35.107558,1
"288","G.ussuriensis",127.907672,36.062858,1
"289","G.ussuriensis",128.732079,36.334624,1
"290","G.ussuriensis",127.84974,38.167573,1
"291","G.ussuriensis",128.098208,38.246827,1
"292","G.ussuriensis",127.531011,38.118142,1
"293","G.ussuriensis",127.60983,38.251962,1
"294","G.ussuriensis",127.306896,37.815307,1
"295","G.ussuriensis",127.453482,35.511328,1
"296","G.ussuriensis",128.134914,35.132383,1
"297","G.ussuriensis",127.76724,35.85398,1
"298","G.ussuriensis",128.371191,35.298383,1
"299","G.ussuriensis",127.439051,35.015715,1
"300","G.ussuriensis",128.804519,37.057948,1
"301","G.ussuriensis",129.239723,36.362454,1
"302","G.ussuriensis",126.548009,34.75469,1
"303","G.ussuriensis",128.115641,34.996789,1
"304","G.ussuriensis",128.483351,36.940007,1
"305","G.ussuriensis",128.164296,37.50728,1
"306","G.ussuriensis",128.977752,37.052293,1
"307","G.ussuriensis",129.046465,36.513551,1
"308","G.ussuriensis",128.015903,37.473117,1
"309","G.ussuriensis",128.26496,35.01208,1
"310","G.ussuriensis",128.234877,38.291077,1
"311","G.ussuriensis",128.246167,37.604811,1
"312","G.ussuriensis",128.80691,36.633087,1
"313","G.ussuriensis",127.985108,37.720433,1
"314","G.ussuriensis",128.729295,35.428191,1
"315","G.ussuriensis",128.937089,36.226455,1
"316","G.ussuriensis",126.555366,35.203959,1
"317","G.ussuriensis",127.41944,34.901243,1
"318","G.ussuriensis",128.666062,37.867307,1
"319","G.ussuriensis",127.235462,36.690413,1
"320","G.ussuriensis",128.669297,37.743119,1
"321","G.ussuriensis",128.58493,36.638928,1
"322","G.ussuriensis",127.601763,35.653946,1
"323","G.ussuriensis",126.42205,35.393371,1
"324","G.ussuriensis",126.148704,34.983834,1
"325","G.ussuriensis",126.26905,35.120067,1
"326","G.ussuriensis",129.034246,36.620407,1
"327","G.ussuriensis",126,43,1
"328","G.ussuriensis",133.966961,43.683725,1
"329","G.ussuriensis",128.38254,36.80842,1
"330","G.ussuriensis",128.6082,36.727199,1
"331","G.ussuriensis",127.492786,36.988347,1
