"","species","long","lat","pa"
"1","G.intermedius",127.813139,37.980556,1
"2","G.intermedius",127.689361,37.964417,1
"3","G.intermedius",127.777,37.756333,1
"4","G.intermedius",129.130983,37.279064,1
"5","G.intermedius",128.411167,37.161944,1
"6","G.intermedius",129.197519,37.269556,1
"7","G.intermedius",128.848206,37.223267,1
"8","G.intermedius",128.7427,37.268272,1
"9","G.intermedius",129.299856,37.237386,1
"10","G.intermedius",129.088681,37.448594,1
"11","G.intermedius",128.719722,37.088872,1
"12","G.intermedius",127.538278,37.765972,1
"13","G.intermedius",127.395028,37.779583,1
"14","G.intermedius",127.590583,37.878556,1
"15","G.intermedius",127.495694,37.540722,1
"16","G.intermedius",127.257881,37.8969,1
"17","G.intermedius",127.56175,37.532932,1
"18","G.intermedius",128.226667,34.995,1
"19","G.intermedius",128.893667,35.381333,1
"20","G.intermedius",129.179978,36.946919,1
"21","G.intermedius",128.793333,36.800833,1
"22","G.intermedius",128.974236,35.798667,1
"23","G.intermedius",128.978425,37.065644,1
"24","G.intermedius",129.188486,35.512344,1
"25","G.intermedius",126.551306,35.197889,1
"26","G.intermedius",127.259225,34.8405,1
"27","G.intermedius",127.266069,34.554139,1
"28","G.intermedius",126.894308,36.695936,1
"29","G.intermedius",126.598377,36.723751,1
"30","G.intermedius",127.733746,38.270969,1
"31","G.intermedius",126.9841,36.250918,1
"32","G.intermedius",127.786789,36.760693,1
"33","G.intermedius",127.729111,36.844263,1
"34","G.intermedius",126.841192,36.411405,1
"35","G.intermedius",126.859388,36.407399,1
"36","G.intermedius",126.857929,36.382181,1
"37","G.intermedius",126.657751,34.753072,1
"38","G.intermedius",127.202282,36.384807,1
"39","G.intermedius",126.603634,36.77356,1
"40","G.intermedius",126.606944,36.752085,1
"41","G.intermedius",126.591766,36.670814,1
"42","G.intermedius",126.679273,34.73724,1
"43","G.intermedius",128.0449676514,37.3990736227,1
"44","G.intermedius",134.6427777778,46.5644444444,1
"45","G.intermedius",127.9322194444,36.1394444444,1
"46","G.intermedius",126.5907990023,36.7371368611,1
"47","G.intermedius",130.9244582843,42.6056025269,1
"48","G.intermedius",126.9806994008,36.5419877114,1
"49","G.intermedius",135.351367034,44.5159796646,1
"50","G.intermedius",128.4647216797,37.2200012207,1
"51","G.intermedius",131.2257875028,42.6048965845,1
"52","G.intermedius",128.52342402,37.84042886,1
"53","G.intermedius",126.6059133333,36.74223,1
"54","G.intermedius",127.2791348407,36.7835051739,1
"55","G.intermedius",131.83252,42.9411416667,1
"56","G.intermedius",128.439101167,38.0742008755,1
"57","G.intermedius",128.3279722222,37.2735833333,1
"58","G.intermedius",132.6885301816,43.0815595897,1
"59","G.intermedius",133.6551761627,43.3411218888,1
"60","G.intermedius",132.8971446377,43.1629337,1
"61","G.intermedius",132.9017251172,43.1568874495,1
"62","G.intermedius",126.9665197851,36.6876391778,1
"63","G.intermedius",132.1211752295,43.7054692722,1
