"","species","long","lat","pa"
"64","G.intermedius",136.5043254719,44.9905553381,1
"65","G.intermedius",127.7574506782,36.5701702039,1
"66","G.intermedius",128.4821630269,37.2586448751,1
"67","G.intermedius",127.0516994396,37.9970262897,1
"68","G.intermedius",128.4802770987,37.3319776319,1
"69","G.intermedius",132.765174,43.1061019722,1
"70","G.intermedius",128.4386626258,37.5560771909,1
"71","G.intermedius",133.94974977,42.887303582,1
"72","G.intermedius",128.6786204204,37.5424492929,1
"73","G.intermedius",128.4745708294,37.2582110704,1
"74","G.intermedius",128.4785793989,37.2751448445,1
"75","G.intermedius",127.766650618,37.3126146897,1
"76","G.intermedius",127.7688888889,37.3044444444,1
"77","G.intermedius",127.5188379141,35.8383246802,1
"78","G.intermedius",131.7306621577,42.9649224052,1
"79","G.intermedius",128.4251157997,38.1907932,1
"80","G.intermedius",127.2519833333,36.877225,1
"81","G.intermedius",132.0025866819,43.1693199005,1
"82","G.intermedius",131.1711283333,44.3796666667,1
"83","G.intermedius",131.9031816667,42.9767080556,1
"84","G.intermedius",131.1955403255,44.3818730938,1
"85","G.intermedius",133.7600449473,43.1705187775,1
"86","G.intermedius",127.8096460551,37.8371907554,1
"87","G.intermedius",127.0459039997,38.1163306997,1
"88","G.intermedius",132.7813102533,43.1266059853,1
"89","G.intermedius",132.8197777778,42.7841194444,1
"90","G.intermedius",126.5697083333,36.7574116667,1
"91","G.intermedius",132.8173207093,42.8017568441,1
"92","G.intermedius",131.7293,42.954035,1
"93","G.intermedius",128.8183364158,37.1489984204,1
"94","G.intermedius",128.7687195,37.4566702997,1
"95","G.intermedius",128.7603728997,37.4617191,1
"96","G.intermedius",128.7403504,37.5065254,1
"97","G.intermedius",132.8867168278,43.164911685,1
"98","G.intermedius",136.6386470137,49.3272925793,1
"99","G.intermedius",130.5476514276,49.1866880059,1
"100","G.intermedius",125.8282919092,34.6103952529,1
"101","G.intermedius",136.4472405781,45.102367116,1
"102","G.intermedius",136.5234545846,45.089759438,1
"103","G.intermedius",131.843587,42.9985805,1
"104","G.intermedius",131.1478894683,42.6228435043,1
"105","G.intermedius",128.0712423161,38.142260744,1
"106","G.intermedius",130.7265503367,49.1128272702,1
"107","G.intermedius",129.023471,36.987875,1
"108","G.intermedius",130.9469199926,48.008209136,1
"109","G.intermedius",130.9410104156,48.05620279,1
"110","G.intermedius",130.5454283333,49.1780555556,1
"111","G.intermedius",127.0667490997,35.7244126,1
"112","G.intermedius",126.6137305556,36.7449555556,1
"113","G.intermedius",128.4655581,38.1195504,1
"114","G.intermedius",127.7573386213,37.8228150726,1
"115","G.intermedius",127.7801536809,37.8114876081,1
"116","G.intermedius",127.5984653458,37.7991321583,1
"117","G.intermedius",127.1796484664,34.7227290493,1
"118","G.intermedius",127.0767951384,37.9466756999,1
"119","G.intermedius",133.0449206538,43.1305219535,1
"120","G.intermedius",127.8250449251,38.1341535947,1
"121","G.intermedius",126.965484,35.129978,1
"122","G.intermedius",127.8809255214,38.0712814032,1
"123","G.intermedius",126.6201961997,35.6826608,1
"124","G.intermedius",131.9157958031,43.0304009347,1
"125","G.intermedius",133.7228322029,43.2411864333,1
"126","G.intermedius",136.6203327691,45.1226109862,1
"127","G.intermedius",131.2127776045,42.5973974391,1
"128","G.intermedius",131.2053666667,42.5918166667,1
"129","G.intermedius",132.30148,42.87667,1
"130","G.intermedius",130.576377418,49.1796008691,1
"131","G.intermedius",133.9516080561,43.5230048851,1
"132","G.intermedius",134.1300937095,43.603612882,1
"133","G.intermedius",127.332453774,36.1854839294,1
"134","G.intermedius",128.312100699,37.1866433237,1
"135","G.intermedius",127.3402044922,36.2174745142,1
"136","G.intermedius",128.9947385,37.036819,1
"137","G.intermedius",127.200425,36.8526533333,1
"138","G.intermedius",128.4816228824,37.9684713714,1
"139","G.intermedius",128.4211093264,37.899866368,1
"140","G.intermedius",131.8306744658,43.0338974397,1
"141","G.intermedius",128.3493593403,37.3038045663,1
"142","G.intermedius",129.845654,42.9456029997,1
"143","G.intermedius",128.5784296632,37.9997205218,1
"144","G.intermedius",131.2547054887,42.7506562599,1
"145","G.intermedius",128.9540747,37.1696499,1
"146","G.intermedius",131.8303533333,42.9363633333,1
"147","G.intermedius",128.8526988,37.3653199,1
"148","G.intermedius",131.1635702848,42.6065563953,1
"149","G.intermedius",131.7195,42.91159,1
"150","G.intermedius",126.2774029747,36.8696345546,1
"151","G.intermedius",131.8937569722,42.966926,1
"152","G.intermedius",127.7891072791,35.8159895265,1
"153","G.intermedius",128.7773058535,37.3366276367,1
"154","G.intermedius",126.606554,36.701267,1
